URL,Version,Status,OIDs,Name,Title,Description,Used
http://smart.who.int/trust/CodeSystem/Actors,1.2.0,active,,Actors,WHO GDHCN Trust Actors CodeSystem,"CodeSystem for SMART Trust actors that has usage codes for verification keys published to the Trust Network as defined by the [certificate governance](concepts_certificate_governance.html)","ValueSet/Actors"
http://smart.who.int/trust/CodeSystem/ConnectionTypes,1.2.0,active,,ConnectionTypes,WHO GDHCN Connection Types,"CodeSystem for GDHCN connection types","ValueSet/ConnectionTypes"
http://smart.who.int/trust/CodeSystem/Domains,1.2.0,active,,Domains,WHO GDHCN Trust Domains,"CodeSystem for define WHO GDHCN Trust Domains.","ValueSet/Domains"
http://smart.who.int/trust/CodeSystem/KeyUsage,1.2.0,active,,KeyUsage,WHO GDHCN Key Usage CodeSystem,"CodeSystem for GDHCN Key Usage that has usage codes for verification keys published to the Trust Network as defined by the [certificate governance](concepts_certificate_governance.html)","ValueSet/KeyUsage"
http://smart.who.int/trust/CodeSystem/Participants,1.2.0,active,,Participants,WHO GDHCN Trust Network Participants CodeSystem,"CodeSystem for GDHCN Trust Network Participants which are not already included in the ISO-3166 three letter code system","ValueSet/Participants"
http://smart.who.int/trust/CodeSystem/PayloadTypes,1.2.0,active,,PayloadTypes,WHO GDHCN Payload Types,"CodeSystem for GDHCN Payload types","ValueSet/PayloadTypes"
http://smart.who.int/trust/CodeSystem/Transactions,1.2.0,active,,Transactions,WHO GDHCN Transactions CodeSystem,"CodeSystem for GDHCN transactions that has usage codes for verification keys published to the Trust Network as defined by the [certificate governance](concepts_certificate_governance.html)","ValueSet/Transactions"
