URL,Version,Status,OIDs,Name,Title,Description,Used
http://smart.who.int/icvp/CodeSystem/VaccineManufacturer,0.3.0,active,,VaccineManufacturer,Prequalified Vaccines - Manufacturer names,"List of WHO Prequalified Vaccines - Manufacturer names",
