URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://smart.who.int/pcmt/ValueSet/AttributeType,0.1.0,draft,,AttributeType,AttributeType for a Product,"Product status",,"Internal"
http://smart.who.int/pcmt/ValueSet/NameType,0.1.0,draft,,NameType,Name Type for a Product,"Product name type",,"hl7.fhir.r4.core"
http://smart.who.int/pcmt/ValueSet/ProductRelationship,0.1.0,draft,,ProductRelationship,Product Relationships,"Product relationship value set",,"Internal"
http://smart.who.int/pcmt/ValueSet/RegulationType,0.1.0,draft,,RegulationType,Regulation Type for a Regulated Product,"Regulated Product Regulation type",,"Other"
http://smart.who.int/pcmt/ValueSet/Status,0.1.0,draft,,Status,Status for a Product,"Product status",,"Internal"
